	category	word1	word2	word3	word_ans	word_pred	cos
42	capital-common-countries	Baghdad	Iraq	Tokyo	Japan	Japan	0.7056296467781067
43	capital-common-countries	Baghdad	Iraq	Athens	Greece	Greece	0.5793530941009521
44	capital-common-countries	Bangkok	Thailand	Beijing	China	China	0.8263983726501465
45	capital-common-countries	Bangkok	Thailand	Berlin	Germany	Germany	0.729519784450531
46	capital-common-countries	Bangkok	Thailand	Bern	Switzerland	Switzerland	0.5047769546508789
47	capital-common-countries	Bangkok	Thailand	Cairo	Egypt	Egypt	0.8118714094161987
48	capital-common-countries	Bangkok	Thailand	Canberra	Australia	Australia	0.7154911160469055
49	capital-common-countries	Bangkok	Thailand	Hanoi	Vietnam	Viet_Nam	0.7700590491294861
50	capital-common-countries	Bangkok	Thailand	Havana	Cuba	Cuba	0.800740659236908
51	capital-common-countries	Bangkok	Thailand	Helsinki	Finland	Finland	0.7515274286270142
52	capital-common-countries	Bangkok	Thailand	Islamabad	Pakistan	Pakistan	0.7976753115653992
53	capital-common-countries	Bangkok	Thailand	Kabul	Afghanistan	Afghanistan	0.6666889190673828
54	capital-common-countries	Bangkok	Thailand	London	England	Britain	0.6576252579689026
55	capital-common-countries	Bangkok	Thailand	Madrid	Spain	Spain	0.765529990196228
56	capital-common-countries	Bangkok	Thailand	Moscow	Russia	Russia	0.8613657355308533
57	capital-common-countries	Bangkok	Thailand	Oslo	Norway	Norway	0.7142738103866577
58	capital-common-countries	Bangkok	Thailand	Ottawa	Canada	Canada	0.6684818863868713
59	capital-common-countries	Bangkok	Thailand	Paris	France	France	0.7388160228729248
60	capital-common-countries	Bangkok	Thailand	Rome	Italy	Italy	0.6863130331039429
61	capital-common-countries	Bangkok	Thailand	Stockholm	Sweden	Sweden	0.7587180733680725
62	capital-common-countries	Bangkok	Thailand	Tehran	Iran	Iran	0.8363437652587891
63	capital-common-countries	Bangkok	Thailand	Tokyo	Japan	Japan	0.8282634615898132
64	capital-common-countries	Bangkok	Thailand	Athens	Greece	Greece	0.6765021681785583
65	capital-common-countries	Bangkok	Thailand	Baghdad	Iraq	Iraqi	0.6885136365890503
66	capital-common-countries	Beijing	China	Berlin	Germany	Germany	0.7232257723808289
67	capital-common-countries	Beijing	China	Bern	Switzerland	Bern_NC	0.4655816853046417
68	capital-common-countries	Beijing	China	Cairo	Egypt	Egypt	0.7653075456619263
69	capital-common-countries	Beijing	China	Canberra	Australia	Australia	0.7234394550323486
70	capital-common-countries	Beijing	China	Hanoi	Vietnam	Viet_Nam	0.7793145775794983
71	capital-common-countries	Beijing	China	Havana	Cuba	Cuba	0.7189655900001526
72	capital-common-countries	Beijing	China	Helsinki	Finland	Finland	0.7141392827033997
73	capital-common-countries	Beijing	China	Islamabad	Pakistan	Pakistan	0.8062407374382019
74	capital-common-countries	Beijing	China	Kabul	Afghanistan	Afghan	0.6770888566970825
75	capital-common-countries	Beijing	China	London	England	UK	0.6304796934127808
76	capital-common-countries	Beijing	China	Madrid	Spain	Spain	0.7320305109024048
77	capital-common-countries	Beijing	China	Moscow	Russia	Russia	0.8579801917076111
78	capital-common-countries	Beijing	China	Oslo	Norway	Norway	0.6628976464271545
79	capital-common-countries	Beijing	China	Ottawa	Canada	Canada	0.6537172794342041
80	capital-common-countries	Beijing	China	Paris	France	France	0.7109121680259705
81	capital-common-countries	Beijing	China	Rome	Italy	Italy	0.663748562335968
82	capital-common-countries	Beijing	China	Stockholm	Sweden	Sweden	0.7026647925376892
83	capital-common-countries	Beijing	China	Tehran	Iran	Iran	0.826274573802948
84	capital-common-countries	Beijing	China	Tokyo	Japan	Japan	0.8236702680587769
85	capital-common-countries	Beijing	China	Athens	Greece	Greece	0.6515147089958191
86	capital-common-countries	Beijing	China	Baghdad	Iraq	Mosul	0.7041885852813721
87	capital-common-countries	Beijing	China	Bangkok	Thailand	Thailand	0.8047244548797607
88	capital-common-countries	Berlin	Germany	Bern	Switzerland	Switzerland	0.609531819820404
89	capital-common-countries	Berlin	Germany	Cairo	Egypt	Egypt	0.6912306547164917
90	capital-common-countries	Berlin	Germany	Canberra	Australia	Australia	0.7485095858573914
91	capital-common-countries	Berlin	Germany	Hanoi	Vietnam	Viet_Nam	0.6875089406967163
92	capital-common-countries	Berlin	Germany	Havana	Cuba	Cuba	0.6961181163787842
93	capital-common-countries	Berlin	Germany	Helsinki	Finland	Finland	0.7654494047164917
94	capital-common-countries	Berlin	Germany	Islamabad	Pakistan	Pakistan	0.7597626447677612
95	capital-common-countries	Berlin	Germany	Kabul	Afghanistan	Afghan	0.6450541615486145
96	capital-common-countries	Berlin	Germany	London	England	UK	0.6597434282302856
97	capital-common-countries	Berlin	Germany	Madrid	Spain	Spain	0.7768210768699646
98	capital-common-countries	Berlin	Germany	Moscow	Russia	Russia	0.8107380867004395
99	capital-common-countries	Berlin	Germany	Oslo	Norway	Norway	0.7291736602783203
100	capital-common-countries	Berlin	Germany	Ottawa	Canada	Canada	0.6773226857185364
101	capital-common-countries	Berlin	Germany	Paris	France	France	0.7884092926979065
102	capital-common-countries	Berlin	Germany	Rome	Italy	Italy	0.7509608268737793
103	capital-common-countries	Berlin	Germany	Stockholm	Sweden	Sweden	0.8022658228874207
104	capital-common-countries	Berlin	Germany	Tehran	Iran	Iran	0.7747756838798523
105	capital-common-countries	Berlin	Germany	Tokyo	Japan	Japan	0.7969788312911987
106	capital-common-countries	Berlin	Germany	Athens	Greece	Greece	0.6390470862388611
107	capital-common-countries	Berlin	Germany	Baghdad	Iraq	Mosul	0.686406135559082
108	capital-common-countries	Berlin	Germany	Bangkok	Thailand	Thailand	0.7680835127830505
109	capital-common-countries	Berlin	Germany	Beijing	China	China	0.7755853533744812
110	capital-common-countries	Bern	Switzerland	Cairo	Egypt	Egypt	0.5989274978637695
111	capital-common-countries	Bern	Switzerland	Canberra	Australia	Australia	0.6860506534576416
112	capital-common-countries	Bern	Switzerland	Hanoi	Vietnam	Viet_Nam	0.5609371066093445
113	capital-common-countries	Bern	Switzerland	Havana	Cuba	Cuba	0.6295959949493408
114	capital-common-countries	Bern	Switzerland	Helsinki	Finland	Finland	0.6637659072875977
115	capital-common-countries	Bern	Switzerland	Islamabad	Pakistan	Pakistan	0.6708024144172668
116	capital-common-countries	Bern	Switzerland	Kabul	Afghanistan	Afghanistan	0.5338183641433716
117	capital-common-countries	Bern	Switzerland	London	England	EURASIAN_NATURAL_RESOURCES_CORP.	0.5463826060295105
118	capital-common-countries	Bern	Switzerland	Madrid	Spain	Spain	0.6423718333244324
119	capital-common-countries	Bern	Switzerland	Moscow	Russia	Russia	0.6487589478492737
120	capital-common-countries	Bern	Switzerland	Oslo	Norway	Norway	0.6448377966880798
121	capital-common-countries	Bern	Switzerland	Ottawa	Canada	Canada	0.646811306476593
122	capital-common-countries	Bern	Switzerland	Paris	France	France	0.6129553914070129
123	capital-common-countries	Bern	Switzerland	Rome	Italy	Italy	0.6486327052116394
124	capital-common-countries	Bern	Switzerland	Stockholm	Sweden	Sweden	0.684966504573822
125	capital-common-countries	Bern	Switzerland	Tehran	Iran	Iran	0.6813835501670837
126	capital-common-countries	Bern	Switzerland	Tokyo	Japan	Japan	0.6434275507926941
127	capital-common-countries	Bern	Switzerland	Athens	Greece	Greece	0.5800099968910217
128	capital-common-countries	Bern	Switzerland	Baghdad	Iraq	Iraqi	0.5730240941047668
129	capital-common-countries	Bern	Switzerland	Bangkok	Thailand	Thailand	0.6617313623428345
130	capital-common-countries	Bern	Switzerland	Beijing	China	China	0.6225298643112183
131	capital-common-countries	Bern	Switzerland	Berlin	Germany	Germany	0.7138351202011108
132	capital-common-countries	Cairo	Egypt	Canberra	Australia	Australia	0.6811555027961731
133	capital-common-countries	Cairo	Egypt	Hanoi	Vietnam	Viet_Nam	0.7589392066001892
134	capital-common-countries	Cairo	Egypt	Havana	Cuba	Cuba	0.7639017105102539
135	capital-common-countries	Cairo	Egypt	Helsinki	Finland	Finland	0.7256742119789124
136	capital-common-countries	Cairo	Egypt	Islamabad	Pakistan	Pakistan	0.8155920505523682
137	capital-common-countries	Cairo	Egypt	Kabul	Afghanistan	Afghan	0.6829640865325928
138	capital-common-countries	Cairo	Egypt	London	England	Britain	0.6454267501831055
139	capital-common-countries	Cairo	Egypt	Madrid	Spain	Spain	0.7469132542610168
140	capital-common-countries	Cairo	Egypt	Moscow	Russia	Russia	0.8426570892333984
141	capital-common-countries	Cairo	Egypt	Oslo	Norway	Norway	0.6975642442703247
142	capital-common-countries	Cairo	Egypt	Ottawa	Canada	Canada	0.6659149527549744
143	capital-common-countries	Cairo	Egypt	Paris	France	France	0.7114197611808777
144	capital-common-countries	Cairo	Egypt	Rome	Italy	Italy	0.6812828779220581
145	capital-common-countries	Cairo	Egypt	Stockholm	Sweden	Sweden	0.7365161776542664
146	capital-common-countries	Cairo	Egypt	Tehran	Iran	Iran	0.8531846404075623
147	capital-common-countries	Cairo	Egypt	Tokyo	Japan	Japan	0.7753520011901855
148	capital-common-countries	Cairo	Egypt	Athens	Greece	Greece	0.7355356216430664
149	capital-common-countries	Cairo	Egypt	Baghdad	Iraq	Iraqi	0.7208045721054077
150	capital-common-countries	Cairo	Egypt	Bangkok	Thailand	Thailand	0.8275744318962097
151	capital-common-countries	Cairo	Egypt	Beijing	China	China	0.806604266166687
152	capital-common-countries	Cairo	Egypt	Berlin	Germany	Germany	0.7016905546188354
153	capital-common-countries	Cairo	Egypt	Bern	Switzerland	Switzerland	0.4930407404899597
154	capital-common-countries	Canberra	Australia	Hanoi	Vietnam	Viet_Nam	0.6714490652084351
155	capital-common-countries	Canberra	Australia	Havana	Cuba	Cuba	0.6964417695999146
156	capital-common-countries	Canberra	Australia	Helsinki	Finland	Finland	0.690654993057251
157	capital-common-countries	Canberra	Australia	Islamabad	Pakistan	Pakistan	0.7743955850601196
158	capital-common-countries	Canberra	Australia	Kabul	Afghanistan	Afghans	0.5854719877243042
159	capital-common-countries	Canberra	Australia	London	England	UK	0.6224532723426819
160	capital-common-countries	Canberra	Australia	Madrid	Spain	Spain	0.7410276532173157
161	capital-common-countries	Canberra	Australia	Moscow	Russia	Russia	0.7891086339950562
162	capital-common-countries	Canberra	Australia	Oslo	Norway	Norway	0.6703749299049377
163	capital-common-countries	Canberra	Australia	Ottawa	Canada	Canada	0.7492120265960693
164	capital-common-countries	Canberra	Australia	Paris	France	France	0.7159996032714844
165	capital-common-countries	Canberra	Australia	Rome	Italy	Italy	0.663947343826294
166	capital-common-countries	Canberra	Australia	Stockholm	Sweden	Sweden	0.7069719433784485
167	capital-common-countries	Canberra	Australia	Tehran	Iran	Iran	0.7551094889640808
168	capital-common-countries	Canberra	Australia	Tokyo	Japan	Japan	0.7584798336029053
169	capital-common-countries	Canberra	Australia	Athens	Greece	Greece	0.5700702667236328
170	capital-common-countries	Canberra	Australia	Baghdad	Iraq	Mosul	0.6397027969360352
171	capital-common-countries	Canberra	Australia	Bangkok	Thailand	Thailand	0.7358657717704773
172	capital-common-countries	Canberra	Australia	Beijing	China	China	0.7823367714881897
173	capital-common-countries	Canberra	Australia	Berlin	Germany	Germany	0.7441055774688721
174	capital-common-countries	Canberra	Australia	Bern	Switzerland	Switzerland	0.5360245108604431
175	capital-common-countries	Canberra	Australia	Cairo	Egypt	Egypt	0.6859404444694519
176	capital-common-countries	Hanoi	Vietnam	Havana	Cuba	Cuba	0.68318110704422
177	capital-common-countries	Hanoi	Vietnam	Helsinki	Finland	Finland	0.5732652544975281
178	capital-common-countries	Hanoi	Vietnam	Islamabad	Pakistan	Pakistan	0.7073384523391724
179	capital-common-countries	Hanoi	Vietnam	Kabul	Afghanistan	Afghanistan	0.7566174864768982
180	capital-common-countries	Hanoi	Vietnam	London	England	Britain	0.5320746302604675
181	capital-common-countries	Hanoi	Vietnam	Madrid	Spain	Spain	0.6318690180778503
182	capital-common-countries	Hanoi	Vietnam	Moscow	Russia	Russia	0.6925883293151855
183	capital-common-countries	Hanoi	Vietnam	Oslo	Norway	Norway	0.5300316214561462
184	capital-common-countries	Hanoi	Vietnam	Ottawa	Canada	Canada	0.5802633166313171
185	capital-common-countries	Hanoi	Vietnam	Paris	France	France	0.5821924209594727
186	capital-common-countries	Hanoi	Vietnam	Rome	Italy	Italy	0.5208398699760437
187	capital-common-countries	Hanoi	Vietnam	Stockholm	Sweden	Sweden	0.5909289717674255
188	capital-common-countries	Hanoi	Vietnam	Tehran	Iran	Iran	0.7381366491317749
189	capital-common-countries	Hanoi	Vietnam	Tokyo	Japan	Japan	0.6836793422698975
190	capital-common-countries	Hanoi	Vietnam	Athens	Greece	Greece	0.5295498967170715
191	capital-common-countries	Hanoi	Vietnam	Baghdad	Iraq	Iraq	0.7784610986709595
192	capital-common-countries	Hanoi	Vietnam	Bangkok	Thailand	Thailand	0.694861888885498
193	capital-common-countries	Hanoi	Vietnam	Beijing	China	China	0.7234392762184143
194	capital-common-countries	Hanoi	Vietnam	Berlin	Germany	Germany	0.5970562100410461
195	capital-common-countries	Hanoi	Vietnam	Bern	Switzerland	Bern_NC	0.497576504945755
196	capital-common-countries	Hanoi	Vietnam	Cairo	Egypt	Egypt	0.70243239402771
197	capital-common-countries	Hanoi	Vietnam	Canberra	Australia	Australia	0.6169843673706055
198	capital-common-countries	Havana	Cuba	Helsinki	Finland	Finland	0.6971813440322876
199	capital-common-countries	Havana	Cuba	Islamabad	Pakistan	Pakistan	0.812371551990509
200	capital-common-countries	Havana	Cuba	Kabul	Afghanistan	Afghanistan	0.7092918157577515
201	capital-common-countries	Havana	Cuba	London	England	Britain	0.6217108368873596
202	capital-common-countries	Havana	Cuba	Madrid	Spain	Spain	0.6929836869239807
203	capital-common-countries	Havana	Cuba	Moscow	Russia	Russia	0.8237830400466919
204	capital-common-countries	Havana	Cuba	Oslo	Norway	Norway	0.7030717134475708
205	capital-common-countries	Havana	Cuba	Ottawa	Canada	Canada	0.656257688999176
206	capital-common-countries	Havana	Cuba	Paris	France	France	0.6843083500862122
207	capital-common-countries	Havana	Cuba	Rome	Italy	Italy	0.6025851368904114
208	capital-common-countries	Havana	Cuba	Stockholm	Sweden	Sweden	0.7303112745285034
209	capital-common-countries	Havana	Cuba	Tehran	Iran	Iran	0.8635510206222534
210	capital-common-countries	Havana	Cuba	Tokyo	Japan	Japan	0.7725998759269714
211	capital-common-countries	Havana	Cuba	Athens	Greece	Greece	0.6323992013931274
212	capital-common-countries	Havana	Cuba	Baghdad	Iraq	Iraq	0.7371042966842651
213	capital-common-countries	Havana	Cuba	Bangkok	Thailand	Thailand	0.7950247526168823
214	capital-common-countries	Havana	Cuba	Beijing	China	China	0.7704688906669617
215	capital-common-countries	Havana	Cuba	Berlin	Germany	Germany	0.6952270865440369
216	capital-common-countries	Havana	Cuba	Bern	Switzerland	Switzerland	0.502707302570343
217	capital-common-countries	Havana	Cuba	Cairo	Egypt	Egypt	0.7647275924682617
218	capital-common-countries	Havana	Cuba	Canberra	Australia	Australia	0.6877731680870056
219	capital-common-countries	Havana	Cuba	Hanoi	Vietnam	Viet_Nam	0.7109317779541016
220	capital-common-countries	Helsinki	Finland	Islamabad	Pakistan	Pakistan	0.7291182279586792
221	capital-common-countries	Helsinki	Finland	Kabul	Afghanistan	Afghan	0.6359645128250122
222	capital-common-countries	Helsinki	Finland	London	England	Britain	0.6623522043228149
223	capital-common-countries	Helsinki	Finland	Madrid	Spain	Spain	0.7539469003677368
224	capital-common-countries	Helsinki	Finland	Moscow	Russia	Russia	0.7918932437896729
225	capital-common-countries	Helsinki	Finland	Oslo	Norway	Norway	0.7523171305656433
226	capital-common-countries	Helsinki	Finland	Ottawa	Canada	Canada	0.6696931719779968
227	capital-common-countries	Helsinki	Finland	Paris	France	France	0.7549224495887756
228	capital-common-countries	Helsinki	Finland	Rome	Italy	Italy	0.6867628693580627
229	capital-common-countries	Helsinki	Finland	Stockholm	Sweden	Sweden	0.8256370425224304
230	capital-common-countries	Helsinki	Finland	Tehran	Iran	Iran	0.7732709646224976
231	capital-common-countries	Helsinki	Finland	Tokyo	Japan	Japan	0.80302494764328
232	capital-common-countries	Helsinki	Finland	Athens	Greece	Greece	0.6566227078437805
233	capital-common-countries	Helsinki	Finland	Baghdad	Iraq	Mosul	0.6506971716880798
234	capital-common-countries	Helsinki	Finland	Bangkok	Thailand	Thailand	0.752036452293396
235	capital-common-countries	Helsinki	Finland	Beijing	China	China	0.7568844556808472
236	capital-common-countries	Helsinki	Finland	Berlin	Germany	Germany	0.7419473528862
237	capital-common-countries	Helsinki	Finland	Bern	Switzerland	Switzerland	0.5047451257705688
238	capital-common-countries	Helsinki	Finland	Cairo	Egypt	Egypt	0.7302724719047546
239	capital-common-countries	Helsinki	Finland	Canberra	Australia	Australia	0.6987783312797546
240	capital-common-countries	Helsinki	Finland	Hanoi	Vietnam	Viet_Nam	0.6931595206260681
241	capital-common-countries	Helsinki	Finland	Havana	Cuba	Cuba	0.6899741888046265
242	capital-common-countries	Islamabad	Pakistan	Kabul	Afghanistan	Afghan	0.7332904934883118
243	capital-common-countries	Islamabad	Pakistan	London	England	Britain	0.6056548953056335
244	capital-common-countries	Islamabad	Pakistan	Madrid	Spain	Spain	0.6914529800415039
245	capital-common-countries	Islamabad	Pakistan	Moscow	Russia	Russia	0.831927478313446
246	capital-common-countries	Islamabad	Pakistan	Oslo	Norway	Norway	0.6795673370361328
247	capital-common-countries	Islamabad	Pakistan	Ottawa	Canada	Canada	0.6421677470207214
248	capital-common-countries	Islamabad	Pakistan	Paris	France	France	0.6944430470466614
249	capital-common-countries	Islamabad	Pakistan	Rome	Italy	Italy	0.6518086194992065
250	capital-common-countries	Islamabad	Pakistan	Stockholm	Sweden	Sweden	0.7098784446716309
251	capital-common-countries	Islamabad	Pakistan	Tehran	Iran	Iran	0.8605972528457642
252	capital-common-countries	Islamabad	Pakistan	Tokyo	Japan	Japan	0.7747603058815002
253	capital-common-countries	Islamabad	Pakistan	Athens	Greece	Greece	0.6418431401252747
254	capital-common-countries	Islamabad	Pakistan	Baghdad	Iraq	Iraqi	0.7481117844581604
255	capital-common-countries	Islamabad	Pakistan	Bangkok	Thailand	Thailand	0.7783142328262329
256	capital-common-countries	Islamabad	Pakistan	Beijing	China	China	0.8079829812049866
257	capital-common-countries	Islamabad	Pakistan	Berlin	Germany	Germany	0.7216540575027466
258	capital-common-countries	Islamabad	Pakistan	Bern	Switzerland	Switzerland	0.4968326687812805
259	capital-common-countries	Islamabad	Pakistan	Cairo	Egypt	Egypt	0.7879178524017334
260	capital-common-countries	Islamabad	Pakistan	Canberra	Australia	Australia	0.7616326808929443
261	capital-common-countries	Islamabad	Pakistan	Hanoi	Vietnam	Viet_Nam	0.7534359693527222
262	capital-common-countries	Islamabad	Pakistan	Havana	Cuba	Cuba	0.7958503365516663
263	capital-common-countries	Islamabad	Pakistan	Helsinki	Finland	Finland	0.6935102939605713
264	capital-common-countries	Kabul	Afghanistan	London	England	EURASIAN_NATURAL_RESOURCES_CORP.	0.5547584891319275
265	capital-common-countries	Kabul	Afghanistan	Madrid	Spain	Spain	0.6156004667282104
266	capital-common-countries	Kabul	Afghanistan	Moscow	Russia	Russia	0.7199913263320923
267	capital-common-countries	Kabul	Afghanistan	Oslo	Norway	Norway	0.5757439136505127
268	capital-common-countries	Kabul	Afghanistan	Ottawa	Canada	Ontario	0.551449179649353
269	capital-common-countries	Kabul	Afghanistan	Paris	France	France	0.6088168621063232
270	capital-common-countries	Kabul	Afghanistan	Rome	Italy	Italy	0.5375438332557678
271	capital-common-countries	Kabul	Afghanistan	Stockholm	Sweden	Sweden	0.5849065184593201
272	capital-common-countries	Kabul	Afghanistan	Tehran	Iran	Iran	0.7807148098945618
273	capital-common-countries	Kabul	Afghanistan	Tokyo	Japan	Japan	0.6695030927658081
274	capital-common-countries	Kabul	Afghanistan	Athens	Greece	Greece	0.5494598746299744
275	capital-common-countries	Kabul	Afghanistan	Baghdad	Iraq	Iraq	0.860798180103302
276	capital-common-countries	Kabul	Afghanistan	Bangkok	Thailand	Thailand	0.6891651153564453
277	capital-common-countries	Kabul	Afghanistan	Beijing	China	China	0.6837893128395081
278	capital-common-countries	Kabul	Afghanistan	Berlin	Germany	Germany	0.6105466485023499
279	capital-common-countries	Kabul	Afghanistan	Bern	Switzerland	Bern_NC	0.4233846962451935
280	capital-common-countries	Kabul	Afghanistan	Cairo	Egypt	Egypt	0.6705425977706909
281	capital-common-countries	Kabul	Afghanistan	Canberra	Australia	Mr_Rudd	0.6034547686576843
282	capital-common-countries	Kabul	Afghanistan	Hanoi	Vietnam	Vietnam	0.7514270544052124
283	capital-common-countries	Kabul	Afghanistan	Havana	Cuba	Cuba	0.7205935120582581
284	capital-common-countries	Kabul	Afghanistan	Helsinki	Finland	Finland	0.5768634080886841
285	capital-common-countries	Kabul	Afghanistan	Islamabad	Pakistan	Pakistan	0.7463313341140747
286	capital-common-countries	London	England	Madrid	Spain	Spain	0.6087851524353027
287	capital-common-countries	London	England	Moscow	Russia	Russia	0.6502718329429626
288	capital-common-countries	London	England	Oslo	Norway	Norway	0.5689430236816406
289	capital-common-countries	London	England	Ottawa	Canada	Canada	0.5256191492080688
290	capital-common-countries	London	England	Paris	France	France	0.6676377654075623
291	capital-common-countries	London	England	Rome	Italy	Italy	0.5715967416763306
292	capital-common-countries	London	England	Stockholm	Sweden	Sweden	0.6610991358757019
293	capital-common-countries	London	England	Tehran	Iran	Iran	0.6443779468536377
294	capital-common-countries	London	England	Tokyo	Japan	Japan	0.6889491081237793
295	capital-common-countries	London	England	Athens	Greece	Greece	0.5293722152709961
296	capital-common-countries	London	England	Baghdad	Iraq	Iraqi	0.5854012370109558
297	capital-common-countries	London	England	Bangkok	Thailand	Thailand	0.6264095306396484
298	capital-common-countries	London	England	Beijing	China	China	0.6181187033653259
299	capital-common-countries	London	England	Berlin	Germany	Germany	0.5952339172363281
300	capital-common-countries	London	England	Bern	Switzerland	Hanover	0.45303669571876526
301	capital-common-countries	London	England	Cairo	Egypt	Egypt	0.5641492009162903
302	capital-common-countries	London	England	Canberra	Australia	Australia	0.6054890155792236
303	capital-common-countries	London	England	Hanoi	Vietnam	Viet_Nam	0.5810424089431763
304	capital-common-countries	London	England	Havana	Cuba	Cuba	0.5627489686012268
305	capital-common-countries	London	England	Helsinki	Finland	Finland	0.621544599533081
306	capital-common-countries	London	England	Islamabad	Pakistan	Pakistan	0.6654636859893799
307	capital-common-countries	London	England	Kabul	Afghanistan	Afghan	0.5733119249343872
308	capital-common-countries	Madrid	Spain	Moscow	Russia	Russia	0.8136780858039856
309	capital-common-countries	Madrid	Spain	Oslo	Norway	Norway	0.7230186462402344
310	capital-common-countries	Madrid	Spain	Ottawa	Canada	Canada	0.6814808249473572
311	capital-common-countries	Madrid	Spain	Paris	France	France	0.7609949111938477
312	capital-common-countries	Madrid	Spain	Rome	Italy	Italy	0.7004685997962952
313	capital-common-countries	Madrid	Spain	Stockholm	Sweden	Sweden	0.7822341918945312
314	capital-common-countries	Madrid	Spain	Tehran	Iran	Iran	0.7588755488395691
315	capital-common-countries	Madrid	Spain	Tokyo	Japan	Japan	0.8010955452919006
316	capital-common-countries	Madrid	Spain	Athens	Greece	Greece	0.6898480653762817
317	capital-common-countries	Madrid	Spain	Baghdad	Iraq	Mosul	0.6579502820968628
318	capital-common-countries	Madrid	Spain	Bangkok	Thailand	Thailand	0.7701380252838135
319	capital-common-countries	Madrid	Spain	Beijing	China	China	0.7744125127792358
320	capital-common-countries	Madrid	Spain	Berlin	Germany	Germany	0.7501678466796875
321	capital-common-countries	Madrid	Spain	Bern	Switzerland	Switzerland	0.4854031801223755
322	capital-common-countries	Madrid	Spain	Cairo	Egypt	Egypt	0.7326660752296448
323	capital-common-countries	Madrid	Spain	Canberra	Australia	Australia	0.7068917751312256
324	capital-common-countries	Madrid	Spain	Hanoi	Vietnam	Viet_Nam	0.7359681725502014
325	capital-common-countries	Madrid	Spain	Havana	Cuba	Cuba	0.7222689390182495
326	capital-common-countries	Madrid	Spain	Helsinki	Finland	Finland	0.7638068199157715
327	capital-common-countries	Madrid	Spain	Islamabad	Pakistan	Pakistan	0.7176594138145447
